siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
005576798,00010,00557679800010,O,,NN,,,2019-11-14T14:00:39,true,1,,78,,RUE,JEAN JAURES,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1988-03-31,F,,,,,64.11,NAP,N
005576814,00015,00557681400015,O,,,,,,true,1,,14,,AV,DU VICE AMIRAL HALGAN,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,55.72,NAP,N
005576889,00017,00557688900017,O,,,,,2019-11-14T14:00:39,true,1,,2,,BD,ALBERT 1ER,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N
005576913,00015,00557691300015,O,,,,,,true,1,,,,PL,DU CHAMP DE MARS,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.30,NAP,N
005576962,00012,00557696200012,O,,,,,2019-11-14T14:00:39,true,1,,19,,RUE,DE NANTES,44360,LE TEMPLE-DE-BRETAGNE,,,44203,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
005577028,00011,00557702800011,O,,NN,,,2019-11-14T14:00:38,true,1,,,,,BOURG,44130,FAY-DE-BRETAGNE,,,44056,,,,,,,,,,,,,,,,,,,1991-06-30,F,,,,,21.01,NAP,N
005577051,00021,00557705100021,O,,NN,,,,true,1,,14,,BD,OCEANIDES,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1991-03-16,F,,,,,81.11,NAP,N
005577119,00018,00557711900018,O,,,,,2019-11-14T14:00:38,true,1,,,,,L ENFER NEUF,44550,MONTOIR-DE-BRETAGNE,,,44103,,,,,,,,,,,,,,,,,,,1989-05-02,F,,,,,55.60,NAP,N
005577143,00018,00557714300018,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,DES IBIS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.11,NAP,N
005577168,00015,00557716800015,O,,NN,,,2019-11-14T14:00:39,true,1,,61,,AV,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
005577200,00016,00557720000016,O,,,,,2019-11-14T14:00:38,true,1,,108,,RUE,JOLIOT CURIE,44720,SAINT-JOACHIM,,,44168,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,67.08,NAP,N
005577325,00029,00557732500029,O,1994-01-03,NN,,,2023-07-03T20:36:57,true,4,,32,,RUE,SAINT MICHEL,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,2020-12-25,F,,,,,68.20B,NAFRev2,N
005580055,00019,00558005500019,O,,,,,,true,1,,8,,RUE,DELESTAGE,44510,LE POULIGUEN,,,44135,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.73,NAP,N
005580071,00016,00558007100016,O,,,,,2019-11-14T14:00:39,true,1,,88,,AV,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1990-12-31,F,,,,,64.12,NAP,N
005580113,00032,00558011300032,O,1985-03-01,NN,,,2019-11-14T14:00:39,false,5,N°26 AU N°30,30,,AV,LEON BLUM,44600,SAINT-NAZAIRE,,BP 167,44184,44603,ST NAZAIRE CEDEX,,,,,,,,,,,,,,,,,2018-12-20,F,,,,,68.20A,NAFRev2,O
005580113,00040,00558011300040,O,2018-12-20,01,2021,,2023-11-30T10:16:27,true,3,,13,,AV,BARBARA,44570,TRIGNAC,,,44210,,,,,,,,,,,,,,,,,,,2022-12-31,A,,,,,68.20A,NAFRev2,O
005580121,00019,00558012100019,O,1900-01-01,NN,,,2019-11-14T14:00:39,false,4,,101,,QUAI,DES FREGATES,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2008-06-03,F,,,,,68.20B,NAFRev2,N
005580121,00035,00558012100035,O,1900-01-01,NN,,,2010-06-17T15:02:22,false,4,,2,,RUE,VICTOR FENOUX,29200,BREST,,BP 340,29019,,,,,,,,,,,,,,,,,,,2008-06-03,F,AFO,,,,68.20B,NAFRev2,N
005580121,00043,00558012100043,O,1900-01-01,NN,,,2010-06-17T15:02:22,false,4,,,,BD,STALINGRAD,76120,LE GRAND-QUEVILLY,,,76322,,,,,,,,,,,,,,,,,,,2008-06-03,F,,,,,68.20B,NAFRev2,N
005580121,00068,00558012100068,O,1900-01-01,NN,,,2010-06-17T15:02:22,false,4,,,,RUE,EDOUARD LAVOINE,76200,DIEPPE,,,76217,,,,,,,,,,,,,,,,,,,2008-06-03,F,,,,,68.20B,NAFRev2,N
005580121,00100,00558012100100,O,1979-12-15,NN,,,2010-06-17T15:02:22,true,4,,15,,BD,DE L AMIRAL BRUIX,75116,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2008-06-03,F,,,,,33.15Z,NAFRev2,N
005580121,00126,00558012100126,O,1981-01-15,NN,,,2010-06-17T15:02:22,false,4,,,,RUE,BELLOT,76600,LE HAVRE,,,76351,,,,,,,,,,,,,,,,,,,2008-06-03,F,,,,,68.20B,NAFRev2,N
005580121,00134,00558012100134,O,1983-02-07,NN,,,2010-06-17T15:02:22,false,4,,,,RTE,DES DOCKS FLOTTANTS,59140,DUNKERQUE,,,59183,,,,,,,,,,,,,,,,,,,2008-06-03,F,,,,,68.20B,NAFRev2,N
005580147,00030,00558014700030,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,RENE GUY CADOU,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,69.11,NAP,N
005580154,00036,00558015400036,O,1993-11-23,NN,,,,true,3,,10,,RUE,DES USINES,44100,NANTES,,BP 745,44109,,,,,,,,,,,,,,,,,,,1996-11-07,F,,,,,74.1J,NAF1993,N
005580204,00013,00558020400013,O,,NN,,,2019-11-14T14:00:38,true,1,,,,,LA ROCHE,44360,SAINT-ETIENNE-DE-MONTLUC,,,44158,,,,,,,,,,,,,,,,,,,1999-02-27,F,,,,,70.2C,NAF1993,N
005580212,00016,00558021200016,O,,NN,,,2019-11-14T14:00:39,true,1,,32,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
005580238,00011,00558023800011,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.21,NAP,N
005580261,00013,00558026100013,O,,NN,,,,true,1,,9,,RUE,MAURICE SAMBRON,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,81.21,NAP,N
005580295,00011,00558029500011,O,,NN,,,2019-11-14T14:00:38,true,1,,33,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,F,,,,,63.3Z,NAFRev1,N
005580329,00018,00558032900018,O,,,,,2019-11-14T14:00:39,true,1,,,,AV,DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,97.12,NAP,N
005580345,00022,00558034500022,O,1983-11-14,NN,,,2008-05-29T12:10:00,false,5,VOIE EXPRESSE,40,,BD,DE SAINT NAZAIRE,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,74.90A,NAFRev2,N
005580345,00030,00558034500030,O,2008-01-01,,,,2019-11-14T14:00:39,true,2,ZI DE BRAIS,10,,RUE,ANDERS CELSIUS,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2012-04-25,F,,,,,74.90A,NAFRev2,N
005580436,00011,00558043600011,O,1955-01-01,NN,,,2019-11-14T14:00:39,false,6,,,,BD,DES APPRENTIS,44600,SAINT-NAZAIRE,,BP 182,44184,44613,ST NAZAIRE CEDEX,,,,,,,,,,,,,,,,,2009-12-02,F,,,,,70.22Z,NAFRev2,O
005580436,00052,00558043600052,O,2009-12-02,NN,,,2014-06-13T23:02:06,false,2,,94,,BD,FLANDRIN,75116,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2012-07-06,F,,,,,70.22Z,NAFRev2,O
005580436,00060,00558043600060,O,2012-07-06,NN,,,2022-01-17T08:33:28,true,2,,,,RUE,SAINT FIACRE,85640,MOUCHAMPS,,,85153,,,,,,,,,,,,,,,,,,,2017-12-31,A,,,,,70.22Z,NAFRev2,N
005580469,00038,00558046900038,O,2002-06-25,NN,,,,true,3,,47,,RUE,DE L'UNIVERSITE,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,2003-12-15,F,,,,,70.2C,NAFRev1,N
005580501,00012,00558050100012,O,1986-12-25,NN,,,2021-08-02T18:49:35,false,5,,,,QUAI,DU COMMERCE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2019-12-31,F,STEF,,,,52.10A,NAFRev2,O
005580501,00020,00558050100020,O,1986-06-01,NN,,,,false,4,,262,,BD,SAINT GERMAIN,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,1996-05-01,F,,,,,63.1D,NAF1993,N
005580501,00038,00558050100038,O,1989-01-01,NN,,,2010-01-12T16:14:13,false,5,,56,,BD,DU DOYENNE,49100,ANGERS,,,49007,,,,,,,,,,,,,,,,,,,2009-12-31,F,STEF,,,,52.10A,NAFRev2,O
005580501,00046,00558050100046,O,1996-05-01,NN,,,2021-09-23T09:24:35,true,4,,93,,BD,MALESHERBES,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2021-07-26,A,,,,,66.30Z,NAFRev2,O
005580527,00017,00558052700017,O,,,,,,true,1,,,,RTE,DE NANTES,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1986-12-04,F,,,,,25.03,NAP,N
005580600,00012,00558060000012,O,,NN,,,2019-11-14T14:00:39,true,1,,84,,RUE,DU CDT GUSTAVE GATE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,55.71,NAP,N
005580618,00022,00558061800022,O,1985-04-15,NN,,,2012-05-05T00:05:27,true,5,LE PARC SAVARY,,,,BREHADOUR,44350,GUERANDE,,BP 21,44069,,,,,,,,,,,,,,,,,,,2010-09-21,F,,,,,58.14Z,NAFRev2,O
005580618,00030,00558061800030,O,1997-12-31,NN,,,2019-11-14T14:00:39,false,4,,52,,RUE,D ANJOU,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2010-09-21,F,,,,,58.14Z,NAFRev2,O
005580642,00014,00558064200014,O,,NN,,,,true,1,,,,,LE CALVAIRE,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1986-12-25,F,,,,,67.04,NAP,N
005580683,00018,00558068300018,O,1972-01-01,NN,,,2019-11-14T14:00:38,false,4,139-147,3,,AV,SAINT SAENS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,2015-04-14,F,,,,,55.10Z,NAFRev2,N
005580683,00026,00558068300026,O,2015-04-14,,,,2018-04-12T03:53:25,true,1,139-147,139,,RUE,PAUL VAILLANT COUTURIER,92240,MALAKOFF,,,92046,,,,,,,,,,,,,,,,,,,2015-04-14,F,,,,,55.10Z,NAFRev2,N
005580766,00011,00558076600011,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,JEAN GUTENBERG,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N
005580782,00018,00558078200018,O,,,,,,true,1,,31,,PL,DE L HOTEL DE VILLE,44260,SAVENAY,,,44195,,,,,,,,,,,,,,,,,,,1992-09-30,F,,,,,52.6E,NAF1993,N
005580824,00018,00558082400018,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,LA CROIX AMISSE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,15.09,NAP,N
005610043,00019,00561004300019,O,,,,,,true,1,,,,,,80370,HIERMONT,,,80440,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N
005610142,00019,00561014200019,O,,NN,,,,true,1,,,,,,80210,CHEPY,,,80190,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,67.01,NAP,N
005610175,00019,00561017500019,O,,NN,,,2019-11-14T14:01:01,true,1,,,,,,80135,SAINT-RIQUIER,,,80716,,,,,,,,,,,,,,,,,,,,F,,,,,56.02,NAP,N
005610324,00013,00561032400013,O,,,,,2019-11-14T14:01:00,true,1,,,,RUE,DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,1988-09-30,F,,,,,65.06,NAP,N
005610399,00015,00561039900015,O,,NN,,,2019-11-14T14:01:00,true,1,,32,,RUE,DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,1988-09-30,F,,,,,65.02,NAP,N
005610423,00013,00561042300013,O,,NN,,,,true,1,,,,,,80150,BOUFFLERS,,,80118,,,,,,,,,,,,,,,,,,,2000-11-12,F,,,,,81.21,NAP,N
005610746,00017,00561074600017,O,,NN,,,,true,1,,,,PAS,DES ORMES,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,,F,,,,,62.44,NAP,N
005610761,00016,00561076100016,O,1956-01-01,NN,,,,true,1,,,,PL,MAX LEJEUNE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2001-01-28,F,,,,,52.6E,NAF1993,N
005610886,00011,00561088600011,O,,,,,,true,1,,39,,CHS,MARCADE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N
005610928,00011,00561092800011,O,,,,,,true,1,,,,,,80270,ALLERY,,,80019,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
005610936,00014,00561093600014,O,,,,,,true,1,,,,,,80270,ALLERY,,,80019,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
005610993,00023,00561099300023,O,,,,,,true,1,,20,,RUE,JEAN DE PONTHIEU,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,47.08,NAP,N
005611009,00019,00561100900019,O,,NN,,,,true,1,,16,,PL,DU GENERAL LECLERC,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,1990-01-01,F,,,,,81.21,NAP,N
005611025,00015,00561102500015,O,,,,,2019-11-14T14:01:00,true,1,,8,,RUE,DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,,F,,,,,55.60,NAP,N
005611066,00019,00561106600019,O,,NN,,,,true,1,,34,,RUE,DE NORMANDIE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,1995-06-30,F,,,,,55.4B,NAF1993,N
005611074,00013,00561107400013,O,1961-01-01,NN,,,2008-01-04T17:54:13,true,3,,88,,FG,SUR SOMME,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,01.42Z,NAFRev2,N
005611215,00012,00561121500012,O,,,,,2019-11-14T14:01:01,true,1,,39,,RUE,DU GENERAL DE GAULLE,80135,SAINT-RIQUIER,,,80716,,,,,,,,,,,,,,,,,,,1993-07-20,F,,,,,52.4Y,NAF1993,N
005611223,00016,00561122300016,O,,,,,,true,1,,,,CHE,BARRE DE LA MER,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.44,NAP,N
005611389,00015,00561138900015,O,,,,,2019-11-14T14:01:00,true,1,,,,,,80120,FORT-MAHON-PLAGE,,,80333,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N
005611462,00010,00561146200010,O,,NN,,,2019-11-14T14:01:01,true,1,,,,,,80150,MAISON-PONTHIEU,,,80501,,,,,,,,,,,,,,,,,,,1993-08-24,F,,,,,81.21,NAP,N
005611744,00011,00561174400011,O,,NN,,,,true,1,,2,,AV,DU CHATEAU D EAU,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,1987-09-30,F,,,,,64.11,NAP,N
005611751,00016,00561175100016,O,,,,,2019-11-14T14:01:00,true,1,,67,,RUE,DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,1987-07-14,F,,,,,64.43,NAP,N
005611827,00014,00561182700014,O,1956-01-01,NN,,,2006-10-26T23:33:49,true,3,,19,,RUE,DE LA VALLEE,80132,CAHON,,,80161,,,,,,,,,,,,,,,,,,,2004-09-30,F,,,,,70.2C,NAFRev1,N
005611926,00014,00561192600014,O,1956-01-01,NN,,,,true,3,,17,,RUE,DE L ABREUVOIR,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,70.2C,NAF1993,N
005612056,00019,00561205600019,O,,,,,,true,1,,28,,RUE,MARECHAL FOCH,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1990-11-01,F,,,,,64.25,NAP,N
005612106,00020,00561210600020,O,,NN,,,2019-11-14T14:01:01,true,1,,1,,RUE,DES PATISSIERS,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,,,,,,,,,,,,,,,,F,,,,,64.24,NAP,N
005612114,00016,00561211400016,O,,NN,,,2019-11-14T14:01:00,true,1,,,,RUE,DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,,F,,,,,62.44,NAP,N
005612130,00012,00561213000012,O,,NN,,,,true,1,,48,,RUE,SAINT GILLES,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
005612288,00018,00561228800018,O,,NN,,,2019-11-14T14:01:00,true,1,,42,,AV,DE LA PLAGE,80120,FORT-MAHON-PLAGE,,,80333,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
005612296,00011,00561229600011,O,,,,,,true,1,,10,,RUE,CORNEHOTTE,80570,DARGNIES,,,80235,,,,,,,,,,,,,,,,,,,1987-01-30,F,,,,,64.30,NAP,N
005612312,00016,00561231200016,O,,NN,,,,true,1,,8,,PL,MAX LEJEUNE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1993-12-31,F,,,,,52.4C,NAF1993,O
005612353,00010,00561235300010,O,,,,,,true,1,,32,,RUE,DE LA BARRIERE,80120,RUE,,,80688,,,,,,,,,,,,,,,,,,,1989-12-31,F,,,,,55.60,NAP,N
005612478,00015,00561247800015,O,,,,,,true,1,,,,,,80570,DARGNIES,,,80235,,,,,,,,,,,,,,,,,,,1988-12-31,F,,,,,38.40,NAP,N
005612502,00012,00561250200012,O,1986-05-01,NN,,,,true,3,,14,,RUE,SAINT VULFRAN,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1992-09-04,F,,,,,52.4C,NAF1993,N
005612577,00014,00561257700014,O,,,,,,true,1,,,,RUE,DU MARAIS,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
005612676,00014,00561267600014,O,,,,,,true,1,,,,,,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.46,NAP,N
005612700,00012,00561270000012,O,,NN,,,,true,1,,,,,,80132,CAHON,,,80161,,,,,,,,,,,,,,,,,,,1987-11-30,F,,,,,81.21,NAP,N
005612718,00014,00561271800014,O,,,,,,true,1,,1,,RUE,PILLEVERGUE,80220,BOUTTENCOURT,,,80126,,,,,,,,,,,,,,,,,,,1989-10-02,F,,,,,38.40,NAP,N
005612734,00011,00561273400011,O,1956-01-01,NN,,,,true,3,,,,RTE,D ABBEVILLE,80220,BOUTTENCOURT,,,80126,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.2C,NAF1993,N
005620026,00012,00562002600012,O,,,,,2019-11-14T14:01:01,true,1,,,,RUE,D AIRAINES,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,,,,,,,,,,,,,,,,F,,,,,55.71,NAP,N
005620034,00016,00562003400016,O,1956-01-01,11,2021,,2023-11-30T10:16:27,true,3,,4,,BD,DE LA REPUBLIQUE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,46.73A,NAFRev2,O
005620034,00024,00562003400024,O,2010-09-01,03,2021,,2023-11-30T10:16:27,false,1,ZONE INDUSTRIELLE,,,,LOUIS DELAPORTE,76370,ROUXMESNIL-BOUTEILLES,,,76545,,,,,,,,,,,,,,,,,,,2010-09-01,A,,,,,46.73A,NAFRev2,O
005620059,00013,00562005900013,O,,,,,,true,1,,,,RUE,DE MENCHECOURT,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.42,NAP,N
005620083,00013,00562008300013,O,1956-01-01,NN,,,2006-11-25T09:04:29,true,2,,49,,RUE,DE NORMANDIE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,1987-01-01,F,,,,,,,
005620091,00016,00562009100016,O,1956-01-01,,,,2019-11-14T14:01:00,true,5,,,,RTE,NATIONALE,80132,HAUTVILLERS-OUVILLE,,,80422,,,,,,,,,,,,,,,,,,,2011-06-30,F,,,,,28.14Z,NAFRev2,O
005620109,00016,00562010900016,O,1956-01-01,NN,,,2009-10-01T13:39:08,true,4,,,,RTE,D ANCENNES,80220,BOUTTENCOURT,,,80126,,,,,,,,,,,,,,,,,,,2002-11-25,F,,,,,45.2V,NAF1993,O
005620117,00019,00562011700019,O,1900-01-01,02,2021,,2023-11-30T10:16:27,true,7,,12,,RUE,DE LA TANNERIE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2017-12-07,A,DUBOIS,,,DUBOIS,46.69C,NAFRev2,O
005620117,00027,00562011700027,O,1994-05-01,NN,,,2011-04-23T04:00:23,false,4,,17,,RUE,DE METZ,80000,AMIENS,,,80021,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,46.69B,NAFRev2,N
005620158,00013,00562015800013,O,1956-01-01,NN,,,2013-02-04T08:26:15,true,3,,46,,AV,HENRI RENARD,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
005620174,00010,00562017400010,O,1956-01-01,NN,,1061AZ,2016-04-26T01:03:36,false,6,,,,RUE,DU MOULIN,80132,CAHON,,,80161,,,,,,,,,,,,,,,,,,,2016-01-01,F,,,,,10.61A,NAFRev2,N
005620174,00028,00562017400028,O,2015-12-15,,,,2023-03-21T11:09:34,false,2,,27,,RTE,DE CHAUNY,80400,HAM,,,80410,,,,,,,,,,,,,,,,,,,2023-01-26,F,,,,,45.20A,NAFRev2,N
005620174,00036,00562017400036,O,2016-01-01,01,2021,4520AA,2023-11-30T10:16:27,true,3,,22,,RUE,DE LA VALLEE,80132,CAHON,,,80161,,,,,,,,,,,,,,,,,,,2022-12-31,A,,,,,45.20A,NAFRev2,N
005620190,00024,00562019000024,O,1986-04-30,NN,,,2010-12-31T05:59:00,false,4,,21,,RUE,GONTIER PATIN,80100,ABBEVILLE,,,80001,,,,,,24,,RLE,DU BEFFROI,80100,ABBEVILLE,,,80001,,,,,1998-03-23,F,,,,,60.2B,NAF1993,O
005620190,00032,00562019000032,O,1998-03-23,NN,,,2012-05-05T00:05:28,false,5,,4,,PL,DU PILORI,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2010-02-22,F,,,,,49.39A,NAFRev2,O
005620190,00040,00562019000040,O,2010-02-22,NN,,,2017-05-04T01:02:31,false,2,ZONE INDUSTRIELLE,,,RUE,VENTOSE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2016-01-01,F,,,,,49.39A,NAFRev2,O
005620190,00057,00562019000057,O,2014-09-23,,,,2014-10-03T10:45:35,false,1,,,,,SAINTE CROIX,76470,LE TREPORT,,,76711,,,,,,,,,,,,,,,,,,,2014-09-23,A,,,,,49.39A,NAFRev2,N
005620190,00065,00562019000065,O,2016-01-01,21,2021,,2023-11-30T10:16:27,true,1,,,,RTE,DES DEUX VALLEES,80100,ABBEVILLE,,BP 70212,80001,80102,ABBEVILLE CEDEX,,,,,,,,,,,,,,,,,2016-01-01,A,,,,,49.39A,NAFRev2,O
005620265,00016,00562026500016,O,,,,,,true,1,,,,CHE,DU HALAGE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005620281,00013,00562028100013,O,1956-01-01,NN,,,2009-09-09T11:00:15,true,4,,,,RUE,DES MINIMES,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
005620307,00016,00562030700016,O,,,,,,true,1,,,,,,80570,EMBREVILLE,,,80265,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,21.12,NAP,N
005620315,00035,00562031500035,O,,NN,,,,true,1,,37,,RUE,DES MATHURINS,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1997-01-01,F,,,,,74.1J,NAF1993,N
005620349,00018,00562034900018,O,,,,,,true,1,,,,RUE,PADOS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N
005620364,00017,00562036400017,O,1900-01-01,NN,,,2019-11-14T14:01:00,true,2,,5,,RUE,EDOUARD VAILLANT,80210,FEUQUIERES-EN-VIMEU,,BP N°2,80308,,,,,,,,,,,,,,,,,,,1994-01-03,F,,,,,,,
005620380,00013,00562038000013,O,,,,,,true,1,,,,,,80270,ALLERY,,,80019,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,44.33,NAP,N
005620422,00013,00562042200013,O,1900-01-01,NN,,,2007-11-16T10:11:38,false,7,,13,,RUE,DU PONT DE BOULOGNE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2007-01-01,F,,,,,51.8P,NAFRev1,O
005620422,00021,00562042200021,O,1900-01-01,NN,,,2011-04-23T04:00:23,false,6,,,,,,80620,DOMQUEUR,,,80249,,,,,,,,,,,,,,,,,,,2009-07-10,F,,,,,46.61Z,NAFRev2,O
